created_at,id_str,full_text,lang,location
2023-11-09,1722462057050853539,partai amanat nasional laku gera sosial bantu ekonomi rakyat ponorogo 2 5 ton beras pan amanatnasional zulhas,in,"Banten, Indonesia"
2023-11-10,1722942369891488190,jakarta ketua tum partai amanat nasional pan zulkifli hasan zulhas merinci strategi bahas bersamaindonesiamaju prabowogibranistimewa prabowogemoy prabowo subianto,in,
2023-11-10,1722937034552357090,jakarta ketua tum partai amanat nasional pan zulkifli hasan zulhas merinci strategi bahas bersamaindonesiamaju prabowogibranistimewa prabowogemoy prabowo subianto,in,
2023-11-10,1722931146554855660,jakarta ketua tum partai amanat nasional pan zulkifli hasan zulhas merinci strategi bahas bersamaindonesiamaju prabowogibranistimewa prabowogemoy prabowo subianto,in,
2023-11-10,1722910370812289186,turut koalisi indonesia maju partai gerindra golkar partai amanat nasional pan bersamaindonesiamaju prabowogibranistimewa prabowogemoy prabowo subianto,in,
2023-11-10,1722902844704252035,partai amanat nasional pan kukuh usung erick cawapres prabowo prabowogibranistimewa bersamaindonesiamaju prabowogemoy prabowo subianto,in,
2023-11-10,1722890591867195594,pasang prabowo gibran usung partai gera indonesia raya gerindra partai golong karya golkar partai amanat nasional pan bersamaindonesiamaju prabowogibranistimewa prabowogemoy prabowo subianto,in,Jakarta Selatan 
2023-11-10,1722877265191821617,ketua tum partai amanat nasional pan zulkifli hasan zulhas merinci strategi bahas bersamaindonesiamaju prabowogibranistimewa prabowogemoy prabowo subianto,in,
2023-11-10,1722871638419767808,jakarta ketua tum partai amanat nasional pan zulkifli hasan zulhas merinci strategi bahas bersamaindonesiamaju prabowogibranistimewa prabowogemoy prabowo subianto,in,
2023-11-10,1722842534928699459,pan partai amanat nasional dukung konsisten laku umkm cipta peluang lingkung dukung tumbuh,in,jakarta selatan
2023-11-10,1722815175387140514,ketua partai amanat nasional pan zulkifli hasan cuti menteri kampanye gantung izi presiden joko widodo jokowi komisi pilih kpu,in,
2023-11-10,1722773566905848041,ketua partai amanat nasional pan zulkifli hasan cuti menteri kampanye gantung izin presiden joko widodo,in,Jakarta - Indonesia
2023-11-11,1723236412978577716,ketua tum partai amanat nasional pan zulkifli hasan zulhas merinci strategi bahas bersamaindonesiamaju prabowogibranistimewa prabowogemoy prabowo subianto,in,
2023-11-11,1723229026482102357,jakarta ketua tum partai amanat nasional pan zulkifli hasan zulhas merinci strategi bahas bersamaindonesiamaju prabowogibranistimewa prabowogemoy prabowo subianto,in,
2023-11-11,1723220908041761079,jakarta ketua tum partai amanat nasional pan zulkifli hasan zulhas merinci strategi bahas bersamaindonesiamaju prabowogibranistimewa prabowogemoy prabowo subianto,in,
2023-11-11,1723183083678273643,sinyalemen gabung mantan wawako jambi dr maulana partai amanat nasional pan kentara,in,"Jambi Luar Kota, Indonesia"
2023-11-11,1723165692206481814,temanpemilih umum daftar calon dct anggota dprd kabupaten pesisir selatan partai amanat nasional pan kpupessel kpumelayani pemiluserentak2024,in,Painan
2023-11-12,1723552449536065720,presiden bangga indonesia dunia percaya bawa misi damai perang israel palestina negeri serang sepele buzzer capres belah anak cawapres ayah prabowo bangga kpdmu pakde,in,
2023-11-12,1723577373281628449,edar kabar polisi indonesia instruksi pasang baliho prabowo gibran partai politik polisi,in,Jakarta
2023-11-12,1723516241879736616,aman barang prabowo mas gibran usaha juang juang usaha gerak usaha asal kalang anak muda gabung baris usaha juang bpp dukung pilih menang pasang,in,
2023-11-12,1723518964331147352,langgar ham culi aktivis libat prabowo dar isu sejarah kelam bangsa indonesia bu mega jokowi hukum jadi wakil menteri nama politikus gitu apa,in,
2023-11-12,1723666732789928440,koalisi masyarakat sipil duga pasang baliho prabowo gibran polisi perintah atas temponasional,in,Indonesia
2023-11-12,1723523418698695115,emang dangkal politik omong kosong politik dinasti pdip peduli gibran cawapres ganjar keluar ribu alas benar,in,Indonesia
2023-11-12,1723679243157348827,temu polisi kampanye bantu pasang baliho prabowo gibran selamat neo orba pahlawan reformasi tinggal hilang sedih lihat mundur demokrasi banyak kkn terang an jadi kartu,in,
2023-11-12,1723495999614881877,ngebacot hukum deh etika buta dukung prabowo kompas etika buta pakar ahli hukum,in,Indonesia
2023-11-12,1723715675255181523,visi calon presiden visi calon wakil presiden ubah arah lanjut moga prabowo partai politik dukung gerindra golkar demokrat pan paham patuh moga masyarakat paham,in,Indonesia
2023-11-12,1723715323910926341,rembang lawan muak mahkamah konstitusi kotor bukti langgar etika berat milu kotor gibran jokowi lambang politik kotor,in,Indonesia
2023-11-12,1723627141924065556,moga hubung ngeri kali main prabowo gibran emangboleh,in,Indonesia
2023-11-12,1723659134938300788,lambe waras akar rumput pulang pergi pan golkar demokrat dukung pasangam amin masinis nempel ganjar prabowo,in,"Bima Sakti, Bumi, Indonesia"
2023-11-13,1724008258602770588,pasang prabowo gibran usung partai gera indonesia raya gerindra partai golong karya golkar partai amanat nasional pan bersamaindonesiamaju prabowogibranistimewa prabowogemoy prabowo subianto,in,
2023-11-13,1724006672421790032,pasang prabowo gibran usung partai gera indonesia raya gerindra partai golong karya golkar partai amanat nasional pan bersamaindonesiamaju prabowogibranistimewa prabowogemoy prabowo subianto,in,
2023-11-13,1724005983071134143,pasang prabowo gibran usung partai gera indonesia raya gerindra partai golong karya golkar partai amanat nasional pan bersamaindonesiamaju prabowogibranistimewa prabowogemoy prabowo subianto,in,
2023-11-14,1724420917273464837,kim sembilan partai partai gerindra partai golkar partai demokrat partai amanat nasional pan partai bintang pbb prabowogibranistimewa bersamaindonesiamaju prabowogemoy prabowo subianto,in,
2023-11-14,1724402652182987098,kim sembilan partai partai gerindra partai golkar partai demokrat partai amanat nasional pan partai bintang pbb prabowogibranistimewa bersamaindonesiamaju prabowogemoy prabowo subianto,in,
2023-11-14,1724378981355663495,kim sembilan partai partai gerindra partai golkar partai demokrat partai amanat nasional pan partai bintang pbb prabowogibranistimewa bersamaindonesiamaju prabowogemoy prabowo subianto,in,"DKI Jakarta, Indonesia"
2023-11-14,1724358534887072250,pasang prabowo gibran usung partai gera indonesia raya gerindra partai golong karya golkar partai amanat nasional pan partai demokrat bersamaindonesiamaju prabowogibranistimewa prabowogemoy prabowo subianto,in,
2023-11-14,1724354581839437894,pasang prabowo gibran usung partai gera indonesia raya gerindra partai golong karya golkar partai amanat nasional pan partai demokrat partai bintang pbb bersamaindonesiamaju prabowogibranistimewa prabowogemoy prabowo subianto,in,
2023-11-14,1724343123353215469,kim sembilan partai partai gerindra partai golkar partai demokrat partai amanat nasional pan partai bintang pbb prabowogibranistimewa bersamaindonesiamaju prabowogemoy prabowo subianto,in,
2023-11-14,1724337927281655819,dukung koalisi partai gerindra golkar partai amanat nasional partai demokrat partai bintang gelora garuda prima prabowogibranistimewa bersamaindonesiamaju prabowogemoy prabowo subianto,in,
2023-11-14,1724311386367664333,partai amanat nasional partai demokrat hati nurani malu tolak usung cawapres cacat hukum psl 169 q uu no 7 2017 bikin mk jelas2 pasal uu kkn manipulasi hukum ri muak kopisusi ahy sby dpr ri gibran cawapres ilegal,in,
2023-11-14,1724300383701569595,dukung koalisi partai gerindra golkar partai amanat nasional partai demokrat partai bintang gelora garuda prima prabowogibranistimewa bersamaindonesiamaju prabowogemoy prabowo subianto,in,
2023-11-14,1724298480896860352,pasang prabowo gibran usung partai gera indonesia raya gerindra partai golong karya golkar partai amanat nasional pan bersamaindonesiamaju prabowogibranistimewa prabowogemoy prabowo subianto,in,
2023-11-14,1724281725080236084,pasang prabowo gibran usung partai gera indonesia raya gerindra partai golong karya golkar partai amanat nasional pan partai demokrat partai bintang pbb prabowogibranistimewa bersamaindonesiamaju prabowogemoy prabowo subianto,in,
2023-11-14,1724279736883442105,dukung koalisi partai gerindra golkar partai amanat nasional partai demokrat partai bintang gelora garuda prima prabowogibranistimewa bersamaindonesiamaju prabowogemoy prabowo subianto,in,"ÜT: -6.2343885,106.7582603"
2023-11-15,1724785213300265024,pimpin bawaslu kota jakarta selatan serta staf silaturrahmi sosialisasi kantor dpd partai amanat nasional pan jakarta selatan jelang proses tahap kampanye milu 2024 partai partai politik patuh regulasi tahap kampanye,in,Jl Wr Buncit Raya 11 Jak-Sel
2023-11-15,1724719654655197293,nama koalisi indonesia maju partai golkar partai gerindra partai amanat nasional pan bersamaindonesiamaju prabowogibranistimewa prabowogemoy prabowo subianto,in,
2023-11-15,1724703942700114071,partai amanat nasional pan partai demokrat partai bintang pbb partai gelombang rakyat indonesia gelora prabowogibranistimewa bersamaindonesiamaju prabowogemoy prabowo subianto,in,
2023-11-15,1724701278192984119,pasang prabowo gibran usung partai gera indonesia raya gerindra partai golong karya golkar partai amanat nasional pan partai demokrat partai bintang pbb bersamaindonesiamaju prabowogibranistimewa prabowogemoy prabowo subianto,in,
2023-11-15,1724687689306562763,partai amanat nasional pan partai demokrat partai bintang pbb partai gelombang rakyat indonesia gelora prabowogibranistimewa bersamaindonesiamaju prabowogemoy prabowo subianto,in,
2023-11-15,1724676791707848731,nama koalisi indonesia maju partai golkar partai gerindra partai amanat nasional pan bersamaindonesiamaju prabowogibranistimewa prabowogemoy prabowo subianto,in,
2023-11-15,1724614125912006834,pasang prabowo gibran usung partai gera indonesia raya gerindra partai golong karya golkar partai amanat nasional pan partai demokrat partai bintang pbb bersamaindonesiamaju prabowogibranistimewa prabowogemoy prabowo subianto,in,Jakarta Selatan 
2023-11-16,1725152711287476546,konsolidasi partai amanat nasional pan rumah h rosihan anwar,in,Jakarta
2023-11-16,1725129257725374690,pasang prabowo gibran usung partai gera indonesia raya gerindra partai golong karya golkar partai amanat nasional pan partai demokrat bersamaindonesiamaju prabowogibranistimewa prabowogemoy prabowo subianto,in,"DKI Jakarta, Indonesia"
2023-11-16,1725125218824499290,nama koalisi indonesia maju partai golkar partai gerindra partai amanat nasional pan bersamaindonesiamaju prabowogibranistimewa prabowogemoy prabowo subianto,in,"DKI Jakarta, Indonesia"
