created_at,id_str,full_text,lang,location
2023-11-05,1721274861488914777,msaid_didu pak prabowo bukan petugas partai politik krn murni ketum partai bukan capres 1ny yg tunduk sama ketum partai jargon perubhan 0 besar hny retorika belka sejak demokrat hengkang dan pkb msuk,in,Solo The Spirit Of Java
2023-11-05,1721253138831945745,kevynsaverio merbabumerapi1 alextham878 ya prof sy tahu prof yg byk bongkar penyandang gelar doktor palsu termasuk nenek2 yg dr partai demokrat yg sll pny pass word sdh lemhanas apa belum yg disertasinya plagiat atw di bikinkan orang,in,
2023-11-05,1721229410681159682,belom lg biden dr partai demokrat which is partai nya obama dan dia ex vp obama kan udah kyk tokoh terkemuka bagi orang indo ya gak kaget kalo byk orang indo yg dukung biden waktu itu ini imo ya krn di sekitar gue alasan orang memilih suatu pemimpin tuh banyak yg kyk gitu,in,
2023-11-05,1721222784242921979,agusyudhoyono terima kasih kader2 partai demokrat yang selalu terdepan memberikan bantuan utk masyarakat,in,
2023-11-05,1721204625079197910,bennyharmanid 2024 pkiperjuangan sekaligus kita tenggelamkan partai demokrat rakyat monitor kau tahu ben 2019 kita bela habis2an utk prabowo tp apa lacur dia justru masuk ke lingkaran kekuasaan apa namanya klo buka bedebah,in,
2023-11-05,1721200910960120293,kuwuloalit miduk17 udh lama gw denger ini jg bobby ga dicariin partai jg nih mlh gw jg denger gosip kl jatah presiden itu digilir 10 thn demokrat 10 thn pdip trus skrg giliran gerindra gtu negarabukanpunyanenekmoyangluu,in,
2023-11-05,1721200658173526157,muhammad_nsyam ndrewstjan emangnya desantis diprediksi maju kalau dilihat dari partainya sih ya keduanya bagus selagi bukan beda partai terutama demokrat,in,Republic Of Indonesia 
2023-11-05,1721198486954414222,syabillals coba perhatikan pak sbyudhoyono agusyudhoyono jansen_jsp bennyharmanid panca66 kayaknya ada yang salah dari kepemimpinan partai pdemokrat saat ini apa separah itu sekarang partai demokrat apa ini juga alasan dr_moeldoko mau menjadi ketua demokrat versi yg lain,in,On Earth
2023-11-05,1721196951751016818,bennyharmanid emang uda terbalik akal sehat kalian semua wahai orang2 partai demokrat yang ambigu dogok tolol prabowo itu perpanjangan oligarki bangsat dn prabowo itu penjahat ham pake otak kalian yang sehat partai dungu,in,
2023-11-05,1721189794301313082,ikut serta tentukan haluan negara demokrat ajak masyarakat sukseskan pemilu 2024 h t ibrahim wakil ketua dpd partai demokrat aceh,in,"Cirebon, Jawa Barat"
2023-11-05,1721179837547921563,ajengcute16__ sebenarnya si ajengcute16__ inilah kanker yang menggerogoti partai demokrat,in,Tulungagung Jawa Timur Indones
